_MEMBER_MyList,_LogP_MyList,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-4.9,GO:0046486,glycerolipid metabolic process,M1,1,0
1,-2.4,M4763,GSE27786 LSK VS MONO MAC UP,M1,1,0
1,-4.8,GO:0048857,neural nucleus development,M1,1,0
1,-6.8,WP2637,Interleukin-1 (IL-1) structural pathway,M1,1,0
1,-3.2,WP4022,Pyrimidine metabolism,M1,1,0
1,-7.5,R-HSA-912526,Interleukin receptor SHC signaling,M1,1,0
1,-2.6,GO:1902459,positive regulation of stem cell population maintenance,M1,1,0
1,-4.3,WP4880,Host-pathogen interaction of human coronaviruses - interferon induction,M1,1,0
1,-2.5,GO:0010952,positive regulation of peptidase activity,M1,1,0
1,-3.4,M18491,STEIN ESRRA TARGETS UP,M1,1,0
1,-21,R-HSA-1280215,Cytokine Signaling in Immune system,M1,1,0
1,-4.1,M6694,GSE3920 UNTREATED VS IFNB TREATED ENDOTHELIAL CELL DN,M1,1,0
1,-2.3,GO:0007043,cell-cell junction assembly,M1,1,0
1,-3.9,hsa04623,Cytosolic DNA-sensing pathway,M1,1,0
1,-5.4,M4987,KIM WT1 TARGETS 12HR DN,M1,1,0
1,-4.7,GO:0009055,electron transfer activity,M1,1,0
1,-2.5,GO:0005125,cytokine activity,M1,1,0
1,-3.2,GO:1901343,negative regulation of vasculature development,M1,1,0
1,-2.2,GO:0018393,internal peptidyl-lysine acetylation,M1,1,0
1,-3,M8113,GSE19941 UNSTIM VS LPS AND IL10 STIM IL10 KO NFKBP50 KO MACROPHAGE DN,M1,1,0
1,-6.5,GO:0097186,amelogenesis,M1,1,0
1,-4,GO:0000405,bubble DNA binding,M1,1,0
1,-2.6,GO:0051769,regulation of nitric-oxide synthase biosynthetic process,M1,1,0
1,-4.4,CORUM:435,BASC (Ab 81) complex (BRCA1-associated genome surveillance complex),M1,1,0
1,-3.8,GO:0030145,manganese ion binding,M1,1,0
1,-18,hsa05219,Bladder cancer,M1,1,0
1,-34,WP4659,Gastrin signaling pathway,M1,1,0
1,-4.3,WP4872,MAP3K1 role in promoting and blocking gonadal determination,M1,1,0
1,-5.6,GO:0051897,positive regulation of protein kinase B signaling,M1,1,0
1,-9.4,GO:0030217,T cell differentiation,M1,1,0
1,-3,M4188,GSE17974 CTRL VS ACT IL4 AND ANTI IL12 4H CD4 TCELL DN,M1,1,0
1,-2.3,M14507,CHARAFE BREAST CANCER LUMINAL VS BASAL DN,M1,1,0
1,-2.3,GO:0070169,positive regulation of biomineral tissue development,M1,1,0
1,-23,hsa05135,Yersinia infection,M1,1,0
1,-2.4,GO:0007585,respiratory gaseous exchange by respiratory system,M1,1,0
1,-4.4,GO:0006909,phagocytosis,M1,1,0
1,-3.6,M170,KOKKINAKIS METHIONINE DEPRIVATION 96HR DN,M1,1,0
1,-2,M3346,RODRIGUES NTN1 AND DCC TARGETS,M1,1,0
1,-9.1,GO:0045927,positive regulation of growth,M1,1,0
1,-2.6,M7570,GSE21927 BALBC VS C57BL6 MONOCYTE SPLEEN DN,M1,1,0
1,-6.1,GO:0002262,myeloid cell homeostasis,M1,1,0
1,-2.5,M2105,KIM ALL DISORDERS OLIGODENDROCYTE NUMBER CORR UP,M1,1,0
1,-12,GO:0097305,response to alcohol,M1,1,0
1,-3.1,GO:0051604,protein maturation,M1,1,0
1,-5.5,GO:0005267,potassium channel activity,M1,1,0
1,-2.7,R-HSA-190241,FGFR2 ligand binding and activation,M1,1,0
1,-7.3,GO:0046686,response to cadmium ion,M1,1,0
1,-19,R-HSA-5693579,Homologous DNA Pairing and Strand Exchange,M1,1,0
1,-4.1,GO:0006882,cellular zinc ion homeostasis,M1,1,0
1,-4.6,M2244,BRUINS UVC RESPONSE VIA TP53 GROUP B,M1,1,0
1,-3.2,GO:0010518,positive regulation of phospholipase activity,M1,1,0
1,-5.4,R-HSA-202424,Downstream TCR signaling,M1,1,0
1,-5.3,GO:0010827,regulation of glucose transmembrane transport,M1,1,0
1,-24,GO:0071417,cellular response to organonitrogen compound,M1,1,0
1,-4.3,M3645,DELYS THYROID CANCER UP,M1,1,0
1,-2.2,GO:0044458,motile cilium assembly,M1,1,0
1,-3.8,GO:0090109,regulation of cell-substrate junction assembly,M1,1,0
1,-4,GO:0043139,5'-3' DNA helicase activity,M1,1,0
1,-5.4,GO:1902107,positive regulation of leukocyte differentiation,M1,1,0
1,-3.5,R-HSA-351906,Apoptotic cleavage of cell adhesion  proteins,M1,1,0
1,-4.3,GO:0055086,nucleobase-containing small molecule metabolic process,M1,1,0
1,-4.3,M12602,WOO LIVER CANCER RECURRENCE UP,M1,1,0
1,-2.2,M12707,MILI PSEUDOPODIA HAPTOTAXIS UP,M1,1,0
1,-4.2,GO:0008654,phospholipid biosynthetic process,M1,1,0
1,-7.8,GO:0019216,regulation of lipid metabolic process,M1,1,0
1,-3,M5814,GSE9037 WT VS IRAK4 KO BMDM DN,M1,1,0
1,-2.4,M5582,GSE3982 EFF MEMORY CD4 TCELL VS TH2 DN,M1,1,0
1,-11,R-HSA-5693607,Processing of DNA double-strand break ends,M1,1,0
1,-2.8,WP1433,Nucleotide-binding oligomerization domain (NOD) pathway,M1,1,0
1,-5.3,GO:0030971,receptor tyrosine kinase binding,M1,1,0
1,-7.6,R-HSA-1251932,PLCG1 events in ERBB2 signaling,M1,1,0
1,-20,M193,PID NEPHRIN NEPH1 PATHWAY,M1,1,0
1,-4.4,WP399,Wnt signaling pathway and pluripotency,M1,1,0
1,-3.3,GO:0008353,RNA polymerase II CTD heptapeptide repeat kinase activity,M1,1,0
1,-2.4,M6634,GSE5589 LPS VS LPS AND IL10 STIM IL10 KO MACROPHAGE 180MIN DN,M1,1,0
1,-4.8,M18,PID INTEGRIN1 PATHWAY,M1,1,0
1,-15,R-HSA-2428928,IRS-related events triggered by IGF1R,M1,1,0
1,-3.1,M17268,SAMOLS TARGETS OF KHSV MIRNAS DN,M1,1,0
1,-18,R-HSA-9701193,Defective HDR through Homologous Recombination (HRR) due to PALB2 loss of function,M1,1,0
1,-4.9,GO:0060042,retina morphogenesis in camera-type eye,M1,1,0
1,-2.3,M5312,CHIARADONNA NEOPLASTIC TRANSFORMATION KRAS CDC25 DN,M1,1,0
1,-2.4,M5722,GSE7764 NKCELL VS SPLENOCYTE DN,M1,1,0
1,-2.5,M4523,GSE22886 NAIVE CD4 TCELL VS 12H ACT TH1 DN,M1,1,0
1,-4.3,GO:0071773,cellular response to BMP stimulus,M1,1,0
1,-10,R-HSA-937061,TRIF(TICAM1)-mediated TLR4 signaling,M1,1,0
1,-2.4,M8986,GSE37534 GW1929 VS PIOGLITAZONE TREATED CD4 TCELL PPARG1 FOXP3 TRANSDUCED DN,M1,1,0
1,-2.1,WP727,Monoamine transport,M1,1,0
1,-11,WP3915,Angiopoietin-like protein 8 regulatory pathway,M1,1,0
1,-3.6,GO:0002703,regulation of leukocyte mediated immunity,M1,1,0
1,-2.5,GO:0034620,cellular response to unfolded protein,M1,1,0
1,-2.8,GO:0021953,central nervous system neuron differentiation,M1,1,0
1,-3.1,M360,GSE7568 CTRL VS 3H TGFB TREATED MACROPHAGES WITH IL4 AND DEXAMETHASONE UP,M1,1,0
1,-3.8,GO:0060065,uterus development,M1,1,0
1,-3.2,GO:1990776,response to angiotensin,M1,1,0
1,-2.5,M7843,GSE24210 IL35 TREATED VS RESTING TREG DN,M1,1,0
1,-2.7,GO:0070167,regulation of biomineral tissue development,M1,1,0
1,-13,GO:2001233,regulation of apoptotic signaling pathway,M1,1,0
1,-3.7,M7177,GSE17186 NAIVE VS CD21LOW TRANSITIONAL BCELL CORD BLOOD DN,M1,1,0
1,-11,WP2446,Retinoblastoma gene in cancer,M1,1,0
1,-2.6,M37,PID NFKAPPAB CANONICAL PATHWAY,M1,1,0
1,-2.2,GO:0007565,female pregnancy,M1,1,0
1,-2.5,M5867,GSE9988 LOW LPS VS CTRL TREATED MONOCYTE UP,M1,1,0
1,-2.9,WP4225,Pyrimidine metabolism and related diseases,M1,1,0
1,-2.3,M2367,PURBEY TARGETS OF CTBP1 NOT SATB1 DN,M1,1,0
1,-14,GO:0038127,ERBB signaling pathway,M1,1,0
1,-4.1,M2259,KIM GLIS2 TARGETS UP,M1,1,0
1,-3.7,M9383,GSE28737 WT VS BCL6 HET FOLLICULAR BCELL DN,M1,1,0
1,-2.6,M4077,FOURNIER ACINAR DEVELOPMENT LATE 2,M1,1,0
1,-2.5,M5384,GSE3982 MEMORY CD4 TCELL VS BCELL UP,M1,1,0
1,-2.4,M5808,GSE9037 CTRL VS LPS 1H STIM IRAK4 KO BMDM DN,M1,1,0
1,-19,GO:0033059,cellular pigmentation,M1,1,0
1,-9.1,GO:0022409,positive regulation of cell-cell adhesion,M1,1,0
1,-2.7,R-HSA-5250913,Positive epigenetic regulation of rRNA expression,M1,1,0
1,-4.6,M761,FLORIO NEOCORTEX BASAL RADIAL GLIA DN,M1,1,0
1,-12,WP2036,TNF-related weak inducer of apoptosis (TWEAK) signaling pathway,M1,1,0
1,-3.1,R-HSA-5358751,CTNNB1 S45 mutants aren't phosphorylated,M1,1,0
1,-4.5,GO:0052548,regulation of endopeptidase activity,M1,1,0
1,-3.4,M163,PID LIS1 PATHWAY,M1,1,0
1,-3.1,M1950,MEISSNER BRAIN HCP WITH H3K4ME2 AND H3K27ME3,M1,1,0
1,-6.9,GO:0097191,extrinsic apoptotic signaling pathway,M1,1,0
1,-3.2,GO:0086014,atrial cardiac muscle cell action potential,M1,1,0
1,-2.1,GO:0035967,cellular response to topologically incorrect protein,M1,1,0
1,-4.4,M10861,LI PROSTATE CANCER EPIGENETIC,M1,1,0
1,-6.1,GO:0018108,peptidyl-tyrosine phosphorylation,M1,1,0
1,-4.5,GO:0060603,mammary gland duct morphogenesis,M1,1,0
1,-4.7,CORUM:2224,MSH2/6-BLM-p53-RAD51 complex,M1,1,0
1,-6.7,M3898,ENK UV RESPONSE KERATINOCYTE DN,M1,1,0
1,-10,GO:0050863,regulation of T cell activation,M1,1,0
1,-7.4,GO:0016324,apical plasma membrane,M1,1,0
1,-2.9,GO:0070828,heterochromatin organization,M1,1,0
1,-5.9,M8377,GSE22025 UNTREATED VS PROGESTERONE TREATED CD4 TCELL UP,M1,1,0
1,-2.6,GO:0046916,cellular transition metal ion homeostasis,M1,1,0
1,-2.6,M1456,PARK HSC AND MULTIPOTENT PROGENITORS,M1,1,0
1,-2.1,GO:0045143,homologous chromosome segregation,M1,1,0
1,-2.4,GO:0010043,response to zinc ion,M1,1,0
1,-8.1,GO:0040014,regulation of multicellular organism growth,M1,1,0
1,-3.1,M9440,DUTTA APOPTOSIS VIA NFKB,M1,1,0
1,-4.4,WP3943,Robo4 and VEGF signaling pathways crosstalk,M1,1,0
1,-2.3,M2568,ALTEMEIER RESPONSE TO LPS WITH MECHANICAL VENTILATION,M1,1,0
1,-3.7,M6481,GSE4748 CTRL VS LPS STIM DC 3H DN,M1,1,0
1,-3.6,GO:0006913,nucleocytoplasmic transport,M1,1,0
1,-3.6,WP4906,3q29 copy number variation syndrome,M1,1,0
1,-3.2,GO:0016525,negative regulation of angiogenesis,M1,1,0
1,-18,GO:0010212,response to ionizing radiation,M1,1,0
1,-2.1,GO:1902624,positive regulation of neutrophil migration,M1,1,0
1,-3.1,GO:0002821,positive regulation of adaptive immune response,M1,1,0
1,-4.2,WP2942,DDX1 as a regulatory component of the Drosha microprocessor,M1,1,0
1,-2.7,M18685,ZHOU INFLAMMATORY RESPONSE LIVE UP,M1,1,0
1,-3.8,M2059,FERRANDO HOX11 NEIGHBORS,M1,1,0
1,-3.2,GO:0002862,negative regulation of inflammatory response to antigenic stimulus,M1,1,0
1,-7.9,GO:0097193,intrinsic apoptotic signaling pathway,M1,1,0
1,-3,M5257,GSE360 T GONDII VS B MALAYI LOW DOSE MAC DN,M1,1,0
1,-3.3,R-HSA-983712,Ion channel transport,M1,1,0
1,-2.4,GO:0008306,associative learning,M1,1,0
1,-19,GO:0006302,double-strand break repair,M1,1,0
1,-3.1,M9804,GSE45382 UNTREATED VS TGFB TREATED MACROPHAGES DN,M1,1,0
1,-3.8,WP5046,NAD metabolism in oncogene-induced senescence and mitochondrial dysfunction-associated senescence,M1,1,0
1,-2.3,M1414,MAGRANGEAS MULTIPLE MYELOMA IGG VS IGA DN,M1,1,0
1,-30,GO:0007507,heart development,M1,1,0
1,-2.9,GO:0097479,synaptic vesicle localization,M1,1,0
1,-14,M160,PID AVB3 INTEGRIN PATHWAY,M1,1,0
1,-17,R-HSA-8939211,ESR-mediated signaling,M1,1,0
1,-7.7,hsa04670,Leukocyte transendothelial migration,M1,1,0
1,-4.3,GO:0140013,meiotic nuclear division,M1,1,0
1,-2,GO:0002833,positive regulation of response to biotic stimulus,M1,1,0
1,-5,GO:0042169,SH2 domain binding,M1,1,0
1,-9.7,GO:0010038,response to metal ion,M1,1,0
1,-2.5,M2800,RB DN.V1 UP,M1,1,0
1,-3.7,M5191,GSE360 DC VS MAC M TUBERCULOSIS DN,M1,1,0
1,-24,R-HSA-9006925,Intracellular signaling by second messengers,M1,1,0
1,-7.7,GO:0051402,neuron apoptotic process,M1,1,0
1,-2.4,M5108,GSE339 CD4POS VS CD8POS DC UP,M1,1,0
1,-4.7,R-HSA-69615,G1/S DNA Damage Checkpoints,M1,1,0
1,-2.1,M1955,MIKKELSEN MCV6 ICP WITH H3K4ME3 AND H3K27ME3,M1,1,0
1,-12,GO:0001763,morphogenesis of a branching structure,M1,1,0
1,-7.2,GO:0071480,cellular response to gamma radiation,M1,1,0
1,-2.7,M6718,GSE6092 IFNG VS IFNG AND B BURGDORFERI INF ENDOTHELIAL CELL UP,M1,1,0
1,-3,M4527,GSE22886 NAIVE CD4 TCELL VS 12H ACT TH2 DN,M1,1,0
1,-4.7,GO:1904705,regulation of vascular associated smooth muscle cell proliferation,M1,1,0
1,-4.9,WP5222,2q13 copy number variation syndrome,M1,1,0
1,-4.8,GO:0071806,protein transmembrane transport,M1,1,0
1,-6.2,GO:0060113,inner ear receptor cell differentiation,M1,1,0
1,-6.1,GO:0010907,positive regulation of glucose metabolic process,M1,1,0
1,-3.8,R-HSA-419037,NCAM1 interactions,M1,1,0
1,-2.5,M7670,GSE19401 UNSTIM VS PAM2CSK4 STIM FOLLICULAR DC UP,M1,1,0
1,-2.1,WP2884,NRF2 pathway,M1,1,0
1,-6.9,R-HSA-5655291,Signaling by FGFR4 in disease,M1,1,0
1,-9.8,GO:0086005,ventricular cardiac muscle cell action potential,M1,1,0
1,-2.8,GO:0036297,interstrand cross-link repair,M1,1,0
1,-3.3,GO:0033688,regulation of osteoblast proliferation,M1,1,0
1,-2.2,WP3858,Toll-like receptor signaling related to MyD88,M1,1,0
1,-13,GO:0006936,muscle contraction,M1,1,0
1,-2.4,M6265,GSE2585 CTEC VS MTEC THYMUS UP,M1,1,0
1,-2.4,M6955,GSE7831 UNSTIM VS INFLUENZA STIM PDC 4H UP,M1,1,0
1,-2.4,M118,PID INTEGRIN A9B1 PATHWAY,M1,1,0
1,-2.7,R-HSA-5654719,SHC-mediated cascade:FGFR4,M1,1,0
1,-13,WP2795,Cardiac hypertrophic response,M1,1,0
1,-3.7,GO:0140092,bBAF complex,M1,1,0
1,-3.3,WP5102,Familial partial lipodystrophy,M1,1,0
1,-2.7,M9005,GSE38696 LIGHT ZONE VS DARK ZONE BCELL UP,M1,1,0
1,-3.9,WP4808,Endochondral ossification with skeletal dysplasias,M1,1,0
1,-4,GO:0010310,regulation of hydrogen peroxide metabolic process,M1,1,0
1,-3.2,GO:0120305,regulation of pigmentation,M1,1,0
1,-5.3,GO:0006661,phosphatidylinositol biosynthetic process,M1,1,0
1,-4.3,M1719,LEIN CHOROID PLEXUS MARKERS,M1,1,0
1,-3.2,GO:0042772,"DNA damage response, signal transduction resulting in transcription",M1,1,0
1,-3.1,GO:0048678,response to axon injury,M1,1,0
1,-8,GO:0001933,negative regulation of protein phosphorylation,M1,1,0
1,-4.4,M5196,GSE360 L DONOVANI VS T GONDII DC DN,M1,1,0
1,-13,GO:0050878,regulation of body fluid levels,M1,1,0
1,-7.5,GO:0032835,glomerulus development,M1,1,0
1,-5.4,WP3286,Copper homeostasis,M1,1,0
1,-3,GO:1903828,negative regulation of protein localization,M1,1,0
1,-2.4,M7232,GSE19198 1H VS 6H IL21 TREATED TCELL DN,M1,1,0
1,-18,hsa03440,Homologous recombination,M1,1,0
1,-5.5,GO:0045637,regulation of myeloid cell differentiation,M1,1,0
1,-4.7,GO:0031954,positive regulation of protein autophosphorylation,M1,1,0
1,-10,R-HSA-168181,Toll Like Receptor 7/8 (TLR7/8) Cascade,M1,1,0
1,-2.3,M14036,TONKS TARGETS OF RUNX1 RUNX1T1 FUSION MONOCYTE DN,M1,1,0
1,-2.2,GO:0008045,motor neuron axon guidance,M1,1,0
1,-3.9,M14555,ZHU CMV ALL DN,M1,1,0
1,-8.2,GO:0032102,negative regulation of response to external stimulus,M1,1,0
1,-2.7,GO:0061333,renal tubule morphogenesis,M1,1,0
1,-2.3,R-HSA-5250924,B-WICH complex positively regulates rRNA expression,M1,1,0
1,-2.5,GO:0002347,response to tumor cell,M1,1,0
1,-2,GO:1904377,positive regulation of protein localization to cell periphery,M1,1,0
1,-2.5,M5548,GSE3982 BCELL VS NKCELL DN,M1,1,0
1,-2.3,GO:0043122,regulation of I-kappaB kinase/NF-kappaB signaling,M1,1,0
1,-4.8,GO:0045580,regulation of T cell differentiation,M1,1,0
1,-3.5,CORUM:2948,"Respiratory chain complex I (incomplete intermediate), mitochondrial",M1,1,0
1,-9.9,WP3995,Prion disease pathway,M1,1,0
1,-2.2,M336,VILLANUEVA LIVER CANCER KRT19 UP,M1,1,0
1,-2.2,R-HSA-8866654,E3 ubiquitin ligases ubiquitinate target proteins,M1,1,0
1,-2.7,GO:0051602,response to electrical stimulus,M1,1,0
1,-2.2,M11472,RIZKI TUMOR INVASIVENESS 3D DN,M1,1,0
1,-2.7,M14636,OUYANG PROSTATE CANCER PROGRESSION DN,M1,1,0
1,-4.9,GO:0030003,cellular cation homeostasis,M1,1,0
1,-2.1,GO:0031102,neuron projection regeneration,M1,1,0
1,-9.6,R-HSA-69231,Cyclin D associated events in G1,M1,1,0
1,-3.7,GO:0032291,axon ensheathment in central nervous system,M1,1,0
1,-2.5,M6015,GSE2770 UNTREATED VS TGFB AND IL4 TREATED ACT CD4 TCELL 2H DN,M1,1,0
1,-14,GO:0070925,organelle assembly,M1,1,0
1,-2.5,M18855,VECCHI GASTRIC CANCER EARLY UP,M1,1,0
1,-4.4,WP363,Wnt signaling pathway,M1,1,0
1,-6,GO:0010828,positive regulation of glucose transmembrane transport,M1,1,0
1,-12,GO:0060485,mesenchyme development,M1,1,0
1,-2.8,GO:1902176,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,M1,1,0
1,-30,hsa04068,FoxO signaling pathway,M1,1,0
1,-2.9,GO:0045922,negative regulation of fatty acid metabolic process,M1,1,0
1,-5.4,GO:0019318,hexose metabolic process,M1,1,0
1,-11,M187,PID TRKR PATHWAY,M1,1,0
1,-3.5,R-HSA-9634285,Constitutive Signaling by Overexpressed ERBB2,M1,1,0
1,-12,GO:0043574,peroxisomal transport,M1,1,0
1,-9.1,WP4829,mBDNF and proBDNF regulation of GABA neurotransmission,M1,1,0
1,-9.6,GO:0061564,axon development,M1,1,0
1,-5.5,WP722,Serotonin HTR1 group and FOS pathway,M1,1,0
1,-6.7,GO:0033146,regulation of intracellular estrogen receptor signaling pathway,M1,1,0
1,-2.7,GO:0055083,monovalent inorganic anion homeostasis,M1,1,0
1,-4.6,GO:0034703,cation channel complex,M1,1,0
1,-2.2,M10279,HORIUCHI WTAP TARGETS DN,M1,1,0
1,-3.5,M1865,WANG TUMOR INVASIVENESS UP,M1,1,0
1,-4.7,GO:1990782,protein tyrosine kinase binding,M1,1,0
1,-3.7,GO:0060491,regulation of cell projection assembly,M1,1,0
1,-4.4,GO:2000142,regulation of DNA-templated transcription initiation,M1,1,0
1,-7,R-HSA-450294,MAP kinase activation,M1,1,0
1,-11,GO:0031570,DNA integrity checkpoint signaling,M1,1,0
1,-2.9,M4995,LINDGREN BLADDER CANCER CLUSTER 2B,M1,1,0
1,-3,GO:0003176,aortic valve development,M1,1,0
1,-3.3,GO:0016788,"hydrolase activity, acting on ester bonds",M1,1,0
1,-4.2,GO:0044320,cellular response to leptin stimulus,M1,1,0
1,-8.8,GO:0051251,positive regulation of lymphocyte activation,M1,1,0
1,-6.7,GO:0071774,response to fibroblast growth factor,M1,1,0
1,-3,M7259,GSE18281 PERIMEDULLARY CORTICAL REGION VS WHOLE MEDULLA THYMUS UP,M1,1,0
1,-4.8,WP4329,miRNAs involvement in the immune response in sepsis,M1,1,0
1,-5.2,hsa05202,Transcriptional misregulation in cancer,M1,1,0
1,-2.7,GO:0001832,blastocyst growth,M1,1,0
1,-7,M8626,SIG BCR SIGNALING PATHWAY,M1,1,0
1,-10,GO:0071241,cellular response to inorganic substance,M1,1,0
1,-3.7,GO:0022010,central nervous system myelination,M1,1,0
1,-3.2,GO:0007612,learning,M1,1,0
1,-2.1,M7536,GSE21546 UNSTIM VS ANTI CD3 STIM SAP1A KO DP THYMOCYTES DN,M1,1,0
1,-2.5,M5103,YAGI AML FAB MARKERS,M1,1,0
1,-4.4,R-HSA-9634635,Estrogen-stimulated signaling through PRKCZ,M1,1,0
1,-3.1,M9747,GSE43863 DAY6 EFF VS DAY150 MEM TFH CD4 TCELL DN,M1,1,0
1,-6.3,M29,SHEN SMARCA2 TARGETS UP,M1,1,0
1,-14,WP366,TGF-beta signaling pathway,M1,1,0
1,-3.7,M8418,GSE29949 DC BRAIN VS MONOCYTE BONE MARROW UP,M1,1,0
1,-10,hsa05164,Influenza A,M1,1,0
1,-4.1,GO:1903053,regulation of extracellular matrix organization,M1,1,0
1,-6.1,GO:0045121,membrane raft,M1,1,0
1,-2,GO:0042887,amide transmembrane transporter activity,M1,1,0
1,-2.7,GO:1904894,positive regulation of receptor signaling pathway via STAT,M1,1,0
1,-2.1,GO:1901981,phosphatidylinositol phosphate binding,M1,1,0
1,-4.4,M3446,GSE1460 INTRATHYMIC T PROGENITOR VS NAIVE CD4 TCELL ADULT BLOOD UP,M1,1,0
1,-3.4,GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production,M1,1,0
1,-4.5,GO:0060602,branch elongation of an epithelium,M1,1,0
1,-3.7,M5144,GSE360 CTRL VS L DONOVANI DC DN,M1,1,0
1,-3.7,M5838,GSE9650 EXHAUSTED VS MEMORY CD8 TCELL UP,M1,1,0
1,-2.4,M2804,HAHTOLA CTCL CUTANEOUS,M1,1,0
1,-3.7,M5247,GSE360 L MAJOR VS B MALAYI HIGH DOSE MAC UP,M1,1,0
1,-3.3,GO:0051702,biological process involved in interaction with symbiont,M1,1,0
1,-3.6,GO:0033108,mitochondrial respiratory chain complex assembly,M1,1,0
1,-5.9,GO:0003955,NAD(P)H dehydrogenase (quinone) activity,M1,1,0
1,-12,WP49,IL-2 signaling pathway,M1,1,0
1,-11,M285,PID HNF3A PATHWAY,M1,1,0
1,-4.2,M2257,SONG TARGETS OF IE86 CMV PROTEIN,M1,1,0
1,-7.5,GO:0090068,positive regulation of cell cycle process,M1,1,0
1,-3.9,GO:0004520,endodeoxyribonuclease activity,M1,1,0
1,-2,GO:0014904,myotube cell development,M1,1,0
1,-3.7,M8332,GSE24574 BCL6 LOW TFH VS TCONV CD4 TCELL DN,M1,1,0
1,-3.2,R-HSA-216083,Integrin cell surface interactions,M1,1,0
1,-3.2,WP5265,Neurogenesis regulation in the olfactory epithelium,M1,1,0
1,-4.2,R-HSA-3214858,RMTs methylate histone arginines,M1,1,0
1,-2.4,GO:0031103,axon regeneration,M1,1,0
1,-3.7,GO:0010171,body morphogenesis,M1,1,0
1,-9.8,R-HSA-2172127,DAP12 interactions,M1,1,0
1,-2.6,M13944,GOZGIT ESR1 TARGETS UP,M1,1,0
1,-6.2,GO:0016444,somatic cell DNA recombination,M1,1,0
1,-3.4,WP5191,Resolvin E1 and resolvin D1 signaling pathways promoting inflammation resolution,M1,1,0
1,-13,M237,PID VEGFR1 2 PATHWAY,M1,1,0
1,-3.9,GO:0051591,response to cAMP,M1,1,0
1,-5.3,GO:0035850,epithelial cell differentiation involved in kidney development,M1,1,0
1,-15,GO:0060249,anatomical structure homeostasis,M1,1,0
1,-3.2,GO:0050796,regulation of insulin secretion,M1,1,0
1,-2.5,M2724,MEK UP.V1 DN,M1,1,0
1,-2.2,GO:0010464,regulation of mesenchymal cell proliferation,M1,1,0
1,-23,hsa04919,Thyroid hormone signaling pathway,M1,1,0
1,-3.1,GO:0046700,heterocycle catabolic process,M1,1,0
1,-10,R-HSA-5654743,Signaling by FGFR4,M1,1,0
1,-14,GO:2000147,positive regulation of cell motility,M1,1,0
1,-30,M175,PID ERBB2 ERBB3 PATHWAY,M1,1,0
1,-4.1,GO:0001755,neural crest cell migration,M1,1,0
1,-3.8,GO:1990840,response to lectin,M1,1,0
1,-2.4,M6959,GSE7831 CPG VS INFLUENZA STIM PDC 4H DN,M1,1,0
1,-3.3,GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,M1,1,0
1,-3.3,M5149,MARTINELLI IMMATURE NEUTROPHIL DN,M1,1,0
1,-5.3,GO:0070374,positive regulation of ERK1 and ERK2 cascade,M1,1,0
1,-2.8,M8779,LI LUNG CANCER,M1,1,0
1,-2.2,GO:0009266,response to temperature stimulus,M1,1,0
1,-3.3,GO:0045815,epigenetic maintenance of chromatin in transcription-competent conformation,M1,1,0
1,-13,GO:0048638,regulation of developmental growth,M1,1,0
1,-6.5,GO:0050768,negative regulation of neurogenesis,M1,1,0
1,-10,GO:0044782,cilium organization,M1,1,0
1,-2.3,M2010,MIKKELSEN NPC HCP WITH H3K4ME3 AND H3K27ME3,M1,1,0
1,-3.1,R-HSA-5358747,CTNNB1 S33 mutants aren't phosphorylated,M1,1,0
1,-3.5,GO:0015986,proton motive force-driven ATP synthesis,M1,1,0
1,-6.5,GO:0032355,response to estradiol,M1,1,0
1,-7.9,WP1528,Physiological and pathological hypertrophy of the heart,M1,1,0
1,-9.7,GO:2000045,regulation of G1/S transition of mitotic cell cycle,M1,1,0
1,-3.2,GO:0034504,protein localization to nucleus,M1,1,0
1,-3.9,WP3298,Melatonin metabolism and effects,M1,1,0
1,-4.6,hsa03420,Nucleotide excision repair,M1,1,0
1,-2.8,M3284,KUMAR TARGETS OF MLL AF9 FUSION,M1,1,0
1,-5.8,hsa04973,Carbohydrate digestion and absorption,M1,1,0
1,-4.7,GO:0010971,positive regulation of G2/M transition of mitotic cell cycle,M1,1,0
1,-11,GO:0016773,"phosphotransferase activity, alcohol group as acceptor",M1,1,0
1,-5.1,M7041,GSE15330 GRANULOCYTE MONOCYTE PROGENITOR VS PRO BCELL UP,M1,1,0
1,-2.1,hsa03250,Viral life cycle - HIV-1,M1,1,0
1,-3.6,GO:0009582,detection of abiotic stimulus,M1,1,0
1,-5.1,WP4585,Cancer immunotherapy by PD-1 blockade,M1,1,0
1,-8.5,R-HSA-9711123,Cellular response to chemical stress,M1,1,0
1,-20,M11563,KAUFFMANN DNA REPAIR GENES,M1,1,0
1,-3.9,GO:0030509,BMP signaling pathway,M1,1,0
1,-3,M7976,GSE25123 CTRL VS IL4 STIM PPARG KO MACROPHAGE DN,M1,1,0
1,-6.7,R-HSA-389359,CD28 dependent Vav1 pathway,M1,1,0
1,-3,M6406,GSE8921 UNSTIM 0H VS TLR1 2 STIM MONOCYTE 12H UP,M1,1,0
1,-18,GO:0080135,regulation of cellular response to stress,M1,1,0
