Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Chemical And Genetic Perturbations,13,M16431,DEURIG T CELL PROLYMPHOCYTIC LEUKEMIA UP,,-2.2,2.4,3.1,30169,368,374,11,2.9,0.87,240|1663|2065|3667|4683|5170|5528|5932|6640|79621|80781,ALOX5|DDX11|ERBB3|IRS1|NBN|PDPK1|PPP2R5D|RBBP8|SNTA1|RNASEH2B|COL18A1,-1.3,MyList
KEGG Pathway,24,hsa00190,Oxidative phosphorylation,,-2.2,3.6,3.4,30169,134,374,6,1.6,0.65,4695|4722|4723|4724|4728|374291,NDUFA2|NDUFS3|NDUFV1|NDUFS4|NDUFS8|NDUFS7,-1.3,MyList
GO Biological Processes,19,GO:0009798,axis specification,19_GO:0032502 developmental process,-2.2,4.2,3.5,30169,95,374,5,1.3,0.59,1499|4851|4853|5308|200894,CTNNB1|NOTCH1|NOTCH2|PITX2|ARL13B,-1.3,MyList
GO Biological Processes,19,GO:0045638,negative regulation of myeloid cell differentiation,19_GO:0002376 immune system process,-2.2,4.2,3.5,30169,95,374,5,1.3,0.59,1499|2200|4763|4982|5295,CTNNB1|FBN1|NF1|TNFRSF11B|PIK3R1,-1.3,MyList
GO Biological Processes,19,GO:0015849,organic acid transport,19_GO:0051179 localization,-2.2,2.7,3.1,30169,269,374,9,2.4,0.79,3766|4763|5172|5825|6567|7504|10166|10560|10999,KCNJ10|NF1|SLC26A4|ABCD3|SLC16A2|XK|SLC25A15|SLC19A2|SLC27A4,-1.3,MyList
GO Cellular Components,20,GO:0031256,leading edge membrane,,-2.2,3.2,3.3,30169,177,374,7,1.9,0.7,998|1956|4771|5335|5879|6714|23396,CDC42|EGFR|NF2|PLCG1|RAC1|SRC|PIP5K1C,-1.3,MyList
GO Biological Processes,19,GO:0019058,viral life cycle,19_GO:0016032 viral process,-2.2,3.2,3.3,30169,177,374,7,1.9,0.7,551|950|1956|4179|5818|6598|81607,AVP|SCARB2|EGFR|CD46|NECTIN1|SMARCB1|NECTIN4,-1.3,MyList
Chemical And Genetic Perturbations,13,M4308,SATO SILENCED BY METHYLATION IN PANCREATIC CANCER 1,,-2.2,2.3,3,30169,422,374,12,3.2,0.91,323|551|580|3759|3932|4128|5054|5880|6648|6891|7054|8503,APBB2|AVP|BARD1|KCNJ2|LCK|MAOA|SERPINE1|RAC2|SOD2|TAP2|TH|PIK3R3,-1.3,MyList
Chemical And Genetic Perturbations,13,M2397,SERVITJA LIVER HNF1A TARGETS UP,,-2.2,3.6,3.4,30169,135,374,6,1.6,0.65,224|4128|5054|5447|5873|157570,ALDH3A2|MAOA|SERPINE1|POR|RAB27A|ESCO2,-1.3,MyList
Oncogenic Signatures,4,M2832,PDGF UP.V1 DN,,-2.2,3.6,3.4,30169,135,374,6,1.6,0.65,1287|1908|1950|2212|3725|5172,COL4A5|EDN3|EGF|FCGR2A|JUN|SLC26A4,-1.3,MyList
GO Biological Processes,19,GO:0006475,internal protein amino acid acetylation,19_GO:0008152 metabolic process,-2.2,3.6,3.4,30169,135,374,6,1.6,0.65,675|1387|2033|4204|5447|8850,BRCA2|CREBBP|EP300|MECP2|POR|KAT2B,-1.3,MyList
Immunologic Signatures,3,M447,GSE12963 UNINF VS ENV AND NEF AND VPR DEFICIENT HIV1 INF CD4 TCELL UP,,-2.2,3.6,3.4,30169,135,374,6,1.6,0.65,2214|3759|4214|11005|27241|51082,FCGR3A|KCNJ2|MAP3K1|SPINK5|BBS9|POLR1D,-1.3,MyList
GO Biological Processes,19,GO:0080171,lytic vacuole organization,19_GO:0009987 cellular process,-2.2,4.2,3.5,30169,96,374,5,1.3,0.59,1130|3257|4647|8546|89781,LYST|HPS1|MYO7A|AP3B1|HPS4,-1.3,MyList
GO Biological Processes,19,GO:0070664,negative regulation of leukocyte proliferation,19_GO:0048519 negative regulation of biological process,-2.2,4.2,3.5,30169,96,374,5,1.3,0.59,472|2064|2950|4763|5728,ATM|ERBB2|GSTP1|NF1|PTEN,-1.3,MyList
GO Biological Processes,19,GO:0015833,peptide transport,19_GO:0051179 localization,-2.2,4.2,3.5,30169,96,374,5,1.3,0.59,1908|3569|6567|6891|6892,EDN3|IL6|SLC16A2|TAP2|TAPBP,-1.3,MyList
GO Biological Processes,19,GO:0032091,negative regulation of protein binding,19_GO:0065007 biological regulation,-2.2,4.2,3.5,30169,96,374,5,1.3,0.59,207|1663|5195|5465|5599,AKT1|DDX11|PEX14|PPARA|MAPK8,-1.3,MyList
GO Biological Processes,19,GO:0007040,lysosome organization,19_GO:0009987 cellular process,-2.2,4.2,3.5,30169,96,374,5,1.3,0.59,1130|3257|4647|8546|89781,LYST|HPS1|MYO7A|AP3B1|HPS4,-1.3,MyList
GO Biological Processes,19,GO:0051225,spindle assembly,19_GO:0009987 cellular process,-2.2,4.2,3.5,30169,96,374,5,1.3,0.59,4292|8086|9611|11200|81027,MLH1|AAAS|NCOR1|CHEK2|TUBB1,-1.3,MyList
GO Biological Processes,19,GO:0045807,positive regulation of endocytosis,19_GO:0051179 localization,-2.2,4.2,3.5,30169,96,374,5,1.3,0.59,998|1950|5054|7422|196527,CDC42|EGF|SERPINE1|VEGFA|ANO6,-1.3,MyList
GO Molecular Functions,21,GO:0001099,basal RNA polymerase II transcription machinery binding,,-2.2,5.3,3.8,30169,61,374,4,1.1,0.53,367|2067|2099|7157,AR|ERCC1|ESR1|TP53,-1.3,MyList
GO Biological Processes,19,GO:0044458,motile cilium assembly,19_GO:0009987 cellular process,-2.2,5.3,3.8,30169,61,374,4,1.1,0.53,583|54903|57545|129880,BBS2|MKS1|CC2D2A|BBS5,-1.3,MyList
Reactome Gene Sets,6,R-HSA-8943724,Regulation of PTEN gene transcription,,-2.2,5.3,3.8,30169,61,374,4,1.1,0.53,1108|3725|5594|7157,CHD4|JUN|MAPK1|TP53,-1.3,MyList
GO Molecular Functions,21,GO:0001098,basal transcription machinery binding,,-2.2,5.3,3.8,30169,61,374,4,1.1,0.53,367|2067|2099|7157,AR|ERCC1|ESR1|TP53,-1.3,MyList
GO Biological Processes,19,GO:1900024,regulation of substrate adhesion-dependent cell spreading,19_GO:0032502 developmental process,-2.2,5.3,3.8,30169,61,374,4,1.1,0.53,25|998|5879|5881,ABL1|CDC42|RAC1|RAC3,-1.3,MyList
GO Biological Processes,19,GO:0035710,"CD4-positive, alpha-beta T cell activation",19_GO:0002376 immune system process,-2.2,5.3,3.8,30169,61,374,4,1.1,0.53,2625|3146|3569|6774,GATA3|HMGB1|IL6|STAT3,-1.3,MyList
Chemical And Genetic Perturbations,13,M16639,KOKKINAKIS METHIONINE DEPRIVATION 48HR DN,,-2.2,5.3,3.8,30169,61,374,4,1.1,0.53,472|1432|2260|6240,ATM|MAPK14|FGFR1|RRM1,-1.3,MyList
Immunologic Signatures,3,M6721,GSE6259 FLT3L INDUCED VS WT SPLENIC DC 33D1 POS UP,,-2.2,3.2,3.3,30169,178,374,7,1.9,0.7,240|3759|4771|5880|9342|9409|9663,ALOX5|KCNJ2|NF2|RAC2|SNAP29|PEX16|LPIN2,-1.3,MyList
Chemical And Genetic Perturbations,13,M6659,FULCHER INFLAMMATORY RESPONSE LECTIN VS LPS UP,,-2.2,2.1,2.9,30169,587,374,15,4,1,2212|2811|3569|3576|3725|4695|4728|5824|5873|5880|6714|8195|8869|51082|84343,FCGR2A|GP1BA|IL6|CXCL8|JUN|NDUFA2|NDUFS8|PEX19|RAB27A|RAC2|SRC|MKKS|ST3GAL5|POLR1D|HPS3,-1.3,MyList
GO Biological Processes,19,GO:1903052,positive regulation of proteolysis involved in protein catabolic process,19_GO:0048518 positive regulation of biological process,-2.1,3.6,3.4,30169,136,374,6,1.6,0.65,207|1075|1950|5728|9992|55212,AKT1|CTSC|EGF|PTEN|KCNE2|BBS7,-1.3,MyList
GO Biological Processes,19,GO:0018394,peptidyl-lysine acetylation,19_GO:0008152 metabolic process,-2.1,3.6,3.4,30169,136,374,6,1.6,0.65,675|1387|2033|4204|5447|8850,BRCA2|CREBBP|EP300|MECP2|POR|KAT2B,-1.3,MyList
GO Biological Processes,19,GO:0006066,alcohol metabolic process,19_GO:0008152 metabolic process,-2.1,2.5,3.1,30169,321,374,10,2.7,0.83,224|1565|1717|3479|4204|5728|6338|8821|50814|51360,ALDH3A2|CYP2D6|DHCR7|IGF1|MECP2|PTEN|SCNN1B|INPP4B|NSDHL|MBTPS2,-1.3,MyList
Chemical And Genetic Perturbations,13,M1785,POS HISTAMINE RESPONSE NETWORK,,-2.1,7.6,4.2,30169,32,374,3,0.8,0.46,1565|3725|7040,CYP2D6|JUN|TGFB1,-1.3,MyList
GO Biological Processes,19,GO:0046825,regulation of protein export from nucleus,19_GO:0051179 localization,-2.1,7.6,4.2,30169,32,374,3,0.8,0.46,580|5781|9531,BARD1|PTPN11|BAG3,-1.3,MyList
GO Biological Processes,19,GO:0045070,positive regulation of viral genome replication,19_GO:0016032 viral process,-2.1,7.6,4.2,30169,32,374,3,0.8,0.46,4851|5465|7153,NOTCH1|PPARA|TOP2A,-1.3,MyList
KEGG Pathway,24,hsa04215,Apoptosis - multiple species,,-2.1,7.6,4.2,30169,32,374,3,0.8,0.46,596|841|5599,BCL2|CASP8|MAPK8,-1.3,MyList
GO Biological Processes,19,GO:0031102,neuron projection regeneration,19_GO:0032502 developmental process,-2.1,7.6,4.2,30169,32,374,3,0.8,0.46,596|3717|3725,BCL2|JAK2|JUN,-1.3,MyList
GO Biological Processes,19,GO:0031116,positive regulation of microtubule polymerization,19_GO:0048518 positive regulation of biological process,-2.1,7.6,4.2,30169,32,374,3,0.8,0.46,1027|4204|5879,CDKN1B|MECP2|RAC1,-1.3,MyList
Canonical Pathways,11,M23,PID WNT NONCANONICAL PATHWAY,,-2.1,7.6,4.2,30169,32,374,3,0.8,0.46,998|5599|5879,CDC42|MAPK8|RAC1,-1.3,MyList
GO Biological Processes,19,GO:0035115,embryonic forelimb morphogenesis,19_GO:0032502 developmental process,-2.1,7.6,4.2,30169,32,374,3,0.8,0.46,1499|23322|25836,CTNNB1|RPGRIP1L|NIPBL,-1.3,MyList
GO Biological Processes,19,GO:0001569,branching involved in blood vessel morphogenesis,19_GO:0032502 developmental process,-2.1,7.6,4.2,30169,32,374,3,0.8,0.46,1499|2303|7422,CTNNB1|FOXC2|VEGFA,-1.3,MyList
WikiPathways,27,WP727,Monoamine transport,,-2.1,7.6,4.2,30169,32,374,3,0.8,0.46,1432|4982|7054,MAPK14|TNFRSF11B|TH,-1.3,MyList
GO Molecular Functions,21,GO:0050699,WW domain binding,,-2.1,7.6,4.2,30169,32,374,3,0.8,0.46,6338|6340|11277,SCNN1B|SCNN1G|TREX1,-1.3,MyList
GO Biological Processes,19,GO:0035909,aorta morphogenesis,19_GO:0032502 developmental process,-2.1,7.6,4.2,30169,32,374,3,0.8,0.46,2138|6899|7021,EYA1|TBX1|TFAP2B,-1.3,MyList
Reactome Gene Sets,6,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,,-2.1,7.6,4.2,30169,32,374,3,0.8,0.46,2534|2885|5295,FYN|GRB2|PIK3R1,-1.3,MyList
Reactome Gene Sets,6,R-HSA-73863,RNA Polymerase I Transcription Termination,,-2.1,7.6,4.2,30169,32,374,3,0.8,0.46,2068|9533|51082,ERCC2|POLR1C|POLR1D,-1.3,MyList
GO Biological Processes,19,GO:0021532,neural tube patterning,19_GO:0032502 developmental process,-2.1,7.6,4.2,30169,32,374,3,0.8,0.46,3169|23322|200894,FOXA1|RPGRIP1L|ARL13B,-1.3,MyList
Reactome Gene Sets,6,R-HSA-5656169,Termination of translesion DNA synthesis,,-2.1,7.6,4.2,30169,32,374,3,0.8,0.46,5426|6117|6119,POLE|RPA1|RPA3,-1.3,MyList
Chemical And Genetic Perturbations,13,M16932,CHIANG LIVER CANCER SUBCLASS PROLIFERATION DN,,-2.1,3.2,3.2,30169,179,374,7,1.9,0.7,224|367|570|2052|5447|6567|80781,ALDH3A2|AR|BAAT|EPHX1|POR|SLC16A2|COL18A1,-1.3,MyList
GO Biological Processes,19,GO:0010596,negative regulation of endothelial cell migration,19_GO:0040011 locomotion,-2.1,4.2,3.5,30169,97,374,5,1.3,0.59,3146|4204|4851|7040|161742,HMGB1|MECP2|NOTCH1|TGFB1|SPRED1,-1.3,MyList
GO Biological Processes,19,GO:0051651,maintenance of location in cell,19_GO:0051179 localization,-2.1,4.2,3.5,30169,97,374,5,1.3,0.59,207|540|580|585|2512,AKT1|ATP7B|BARD1|BBS4|FTL,-1.3,MyList
Reactome Gene Sets,6,R-HSA-193704,p75 NTR receptor-mediated signalling,,-2.1,4.2,3.5,30169,97,374,5,1.3,0.59,2245|4790|5599|5879|5970,FGD1|NFKB1|MAPK8|RAC1|RELA,-1.3,MyList
GO Biological Processes,19,GO:0014020,primary neural tube formation,19_GO:0032502 developmental process,-2.1,4.2,3.5,30169,97,374,5,1.3,0.59,25|585|7040|54903|57545,ABL1|BBS4|TGFB1|MKS1|CC2D2A,-1.3,MyList
GO Biological Processes,19,GO:0003158,endothelium development,19_GO:0032502 developmental process,-2.1,4.2,3.5,30169,97,374,5,1.3,0.59,1499|2303|4851|54345|80781,CTNNB1|FOXC2|NOTCH1|SOX18|COL18A1,-1.3,MyList
GO Biological Processes,19,GO:0032259,methylation,19_GO:0008152 metabolic process,-2.1,2.5,3,30169,322,374,10,2.7,0.83,1387|2353|4204|10498|10664|23054|23091|29915|51574|79813,CREBBP|FOS|MECP2|CARM1|CTCF|NCOA6|ZC3H13|HCFC2|LARP7|EHMT1,-1.3,MyList
Chemical And Genetic Perturbations,13,M2500,PHONG TNF RESPONSE VIA P38 COMPLETE,,-2.1,2.9,3.2,30169,225,374,8,2.1,0.75,224|1017|2353|4281|4851|4982|10499|23363,ALDH3A2|CDK2|FOS|MID1|NOTCH1|TNFRSF11B|NCOA2|OBSL1,-1.3,MyList
Chemical And Genetic Perturbations,13,M1417,JECHLINGER EPITHELIAL TO MESENCHYMAL TRANSITION DN,,-2.1,5.2,3.7,30169,62,374,4,1.1,0.53,999|2353|4072|5317,CDH1|FOS|EPCAM|PKP1,-1.3,MyList
GO Biological Processes,19,GO:0032233,positive regulation of actin filament bundle assembly,19_GO:0048518 positive regulation of biological process,-2.1,5.2,3.7,30169,62,374,4,1.1,0.53,25|998|4771|5879,ABL1|CDC42|NF2|RAC1,-1.3,MyList
GO Biological Processes,19,GO:0045428,regulation of nitric oxide biosynthetic process,19_GO:0008152 metabolic process,-2.1,5.2,3.7,30169,62,374,4,1.1,0.53,207|3717|5879|6648,AKT1|JAK2|RAC1|SOD2,-1.3,MyList
Reactome Gene Sets,6,R-HSA-8986944,Transcriptional Regulation by MECP2,,-2.1,5.2,3.7,30169,62,374,4,1.1,0.53,2290|4204|5728|9611,FOXG1|MECP2|PTEN|NCOR1,-1.3,MyList
Chemical And Genetic Perturbations,13,M14447,MASSARWEH RESPONSE TO ESTRADIOL,,-2.1,5.2,3.7,30169,62,374,4,1.1,0.53,2317|3667|5932|7153,FLNB|IRS1|RBBP8|TOP2A,-1.3,MyList
GO Biological Processes,19,GO:1903018,regulation of glycoprotein metabolic process,19_GO:0008152 metabolic process,-2.1,5.2,3.7,30169,62,374,4,1.1,0.53,596|1499|3479|81031,BCL2|CTNNB1|IGF1|SLC2A10,-1.3,MyList
Chemical And Genetic Perturbations,13,M3026,CHUNG BLISTER CYTOTOXICITY UP,,-2.1,3.5,3.3,30169,137,374,6,1.6,0.65,1075|4647|5932|10225|55640|493856,CTSC|MYO7A|RBBP8|CD96|FLVCR2|CISD2,-1.3,MyList
GO Biological Processes,19,GO:0061041,regulation of wound healing,19_GO:0050896 response to stimulus,-2.1,3.5,3.3,30169,137,374,6,1.6,0.65,240|2303|2811|5054|5728|196527,ALOX5|FOXC2|GP1BA|SERPINE1|PTEN|ANO6,-1.3,MyList
Chemical And Genetic Perturbations,13,M15068,NOUZOVA TRETINOIN AND H4 ACETYLATION,,-2.1,3.5,3.3,30169,137,374,6,1.6,0.65,585|2067|4358|5965|8546|51574,BBS4|ERCC1|MPV17|RECQL|AP3B1|LARP7,-1.3,MyList
GO Molecular Functions,21,GO:1901981,phosphatidylinositol phosphate binding,,-2.1,3.1,3.2,30169,180,374,7,1.9,0.7,207|3758|3759|3784|23400|129880|285590,AKT1|KCNJ1|KCNJ2|KCNQ1|ATP13A2|BBS5|SH3PXD2B,-1.3,MyList
GO Molecular Functions,21,GO:0042626,ATPase-coupled transmembrane transporter activity,,-2.1,4.1,3.5,30169,98,374,5,1.3,0.59,540|5825|6891|6892|23400,ATP7B|ABCD3|TAP2|TAPBP|ATP13A2,-1.3,MyList
Chemical And Genetic Perturbations,13,M15382,BROWNE HCMV INFECTION 10HR UP,,-2.1,4.1,3.5,30169,98,374,5,1.3,0.59,2033|3569|3981|6535|9244,EP300|IL6|LIG4|SLC6A8|CRLF1,-1.3,MyList
Immunologic Signatures,3,M5664,GSE6269 STAPH AUREUS VS STREP PNEUMO INF PBMC DN,,-2.1,3.1,3.2,30169,181,374,7,1.9,0.7,2263|2733|4982|5528|5880|6892|80781,FGFR2|GLE1|TNFRSF11B|PPP2R5D|RAC2|TAPBP|COL18A1,-1.3,MyList
Immunologic Signatures,3,M2994,GSE13547 WT VS ZFX KO BCELL ANTI IGM STIM 2H UP,,-2.1,3.1,3.2,30169,181,374,7,1.9,0.7,545|1174|3146|5888|6119|6240|83990,ATR|AP1S1|HMGB1|RAD51|RPA3|RRM1|BRIP1,-1.3,MyList
Immunologic Signatures,3,M6739,GSE6259 CD4 TCELL VS CD8 TCELL DN,,-2.1,3.1,3.2,30169,181,374,7,1.9,0.7,841|1716|2033|3479|8850|9663|84282,CASP8|DGUOK|EP300|IGF1|KAT2B|LPIN2|RNF135,-1.3,MyList
Oncogenic Signatures,4,M2641,GCNP SHH UP LATE.V1 UP,,-2.1,3.1,3.2,30169,181,374,7,1.9,0.7,3169|5290|6240|7153|8405|26354|51574,FOXA1|PIK3CA|RRM1|TOP2A|SPOP|GNL3|LARP7,-1.3,MyList
Chemical And Genetic Perturbations,13,M19245,COULOUARN TEMPORAL TGFB1 SIGNATURE DN,,-2.1,3.5,3.3,30169,138,374,6,1.6,0.65,224|1717|2706|9531|9663|80781,ALDH3A2|DHCR7|GJB2|BAG3|LPIN2|COL18A1,-1.3,MyList
Chemical And Genetic Perturbations,13,M11234,THEILGAARD NEUTROPHIL AT SKIN WOUND DN,,-2.1,2.8,3.1,30169,227,374,8,2.1,0.75,207|841|1387|4179|5189|6416|7040|9488,AKT1|CASP8|CREBBP|CD46|PEX1|MAP2K4|TGFB1|PIGB,-1.3,MyList
GO Biological Processes,19,GO:1903050,regulation of proteolysis involved in protein catabolic process,19_GO:0008152 metabolic process,-2.1,2.8,3.1,30169,227,374,8,2.1,0.75,207|1017|1075|1950|5728|6125|9992|55212,AKT1|CDK2|CTSC|EGF|PTEN|RPL5|KCNE2|BBS7,-1.3,MyList
Canonical Pathways,11,M5884,NABA CORE MATRISOME,,-2.1,2.6,3.1,30169,275,374,9,2.4,0.79,1286|1287|1290|1302|2200|3730|4256|80144|80781,COL4A4|COL4A5|COL5A2|COL11A2|FBN1|ANOS1|MGP|FRAS1|COL18A1,-1.3,MyList
Chemical And Genetic Perturbations,13,M34018,BLANCO MELO COVID19 SARS COV 2 INFECTION A594 ACE2 EXPRESSING CELLS RUXOLITINIB UP,,-2.1,2.2,2.9,30169,483,374,13,3.5,0.95,1027|2099|2303|2353|3576|3659|3725|4194|4790|4868|8864|9496|29915,CDKN1B|ESR1|FOXC2|FOS|CXCL8|IRF1|JUN|MDM4|NFKB1|NPHS1|PER2|TBX4|HCFC2,-1.3,MyList
GO Biological Processes,19,GO:0030514,negative regulation of BMP signaling pathway,19_GO:0023052 signaling,-2.1,5.1,3.7,30169,63,374,4,1.1,0.53,25|2200|4851|23111,ABL1|FBN1|NOTCH1|SPART,-1.3,MyList
GO Biological Processes,19,GO:0044091,membrane biogenesis,19_GO:0009987 cellular process,-2.1,5.1,3.7,30169,63,374,4,1.1,0.53,1000|4038|5728|9409,CDH2|LRP4|PTEN|PEX16,-1.3,MyList
Chemical And Genetic Perturbations,13,M1125,MCBRYAN PUBERTAL TGFB1 TARGETS DN,,-2.1,5.1,3.7,30169,63,374,4,1.1,0.53,999|2065|2625|6648,CDH1|ERBB3|GATA3|SOD2,-1.3,MyList
KEGG Pathway,24,hsa00310,Lysine degradation,,-2.1,5.1,3.7,30169,63,374,4,1.1,0.53,224|5351|5352|79813,ALDH3A2|PLOD1|PLOD2|EHMT1,-1.3,MyList
Chemical And Genetic Perturbations,13,M1778,ZHANG GATA6 TARGETS DN,,-2.1,5.1,3.7,30169,63,374,4,1.1,0.53,1286|1717|1956|5873,COL4A4|DHCR7|EGFR|RAB27A,-1.3,MyList
Chemical And Genetic Perturbations,13,M9775,HAHTOLA MYCOSIS FUNGOIDES CD4 UP,,-2.1,5.1,3.7,30169,63,374,4,1.1,0.53,1432|3576|6648|51099,MAPK14|CXCL8|SOD2|ABHD5,-1.3,MyList
GO Biological Processes,19,GO:0070542,response to fatty acid,19_GO:0050896 response to stimulus,-2.1,5.1,3.7,30169,63,374,4,1.1,0.53,1019|3667|5290|6714,CDK4|IRS1|PIK3CA|SRC,-1.3,MyList
KEGG Pathway,24,hsa03250,Viral life cycle - HIV-1,,-2.1,5.1,3.7,30169,63,374,4,1.1,0.53,1387|2033|6598|8850,CREBBP|EP300|SMARCB1|KAT2B,-1.3,MyList
GO Biological Processes,19,GO:0032481,positive regulation of type I interferon production,19_GO:0048518 positive regulation of biological process,-2.1,5.1,3.7,30169,63,374,4,1.1,0.53,3659|5781|10084|84282,IRF1|PTPN11|PQBP1|RNF135,-1.3,MyList
GO Biological Processes,19,GO:0048566,embryonic digestive tract development,19_GO:0032502 developmental process,-2.1,7.3,4.1,30169,33,374,3,0.8,0.46,2263|3576|25836,FGFR2|CXCL8|NIPBL,-1.2,MyList
Chemical And Genetic Perturbations,13,M10280,ZHAN LATE DIFFERENTIATION GENES UP,,-2.1,7.3,4.1,30169,33,374,3,0.8,0.46,596|3479|7504,BCL2|IGF1|XK,-1.2,MyList
GO Biological Processes,19,GO:0007617,mating behavior,19_GO:0022414 reproductive process,-2.1,7.3,4.1,30169,33,374,3,0.8,0.46,551|5728|7054,AVP|PTEN|TH,-1.2,MyList
Reactome Gene Sets,6,R-HSA-9022692,Regulation of MECP2 expression and activity,,-2.1,7.3,4.1,30169,33,374,3,0.8,0.46,2290|4204|9611,FOXG1|MECP2|NCOR1,-1.2,MyList
GO Biological Processes,19,GO:0030511,positive regulation of transforming growth factor beta receptor signaling pathway,19_GO:0023052 signaling,-2.1,7.3,4.1,30169,33,374,3,0.8,0.46,1387|2033|81031,CREBBP|EP300|SLC2A10,-1.2,MyList
KEGG Pathway,24,hsa03410,Base excision repair,,-2.1,7.3,4.1,30169,33,374,3,0.8,0.46,3146|5426|7515,HMGB1|POLE|XRCC1,-1.2,MyList
Chemical And Genetic Perturbations,13,M16114,SIMBULAN UV RESPONSE NORMAL DN,,-2.1,7.3,4.1,30169,33,374,3,0.8,0.46,999|1956|7422,CDH1|EGFR|VEGFA,-1.2,MyList
GO Biological Processes,19,GO:0042755,eating behavior,19_GO:0032501 multicellular organismal process,-2.1,7.3,4.1,30169,33,374,3,0.8,0.46,6774|7054|166379,STAT3|TH|BBS12,-1.2,MyList
GO Biological Processes,19,GO:0009648,photoperiodism,19_GO:0050896 response to stimulus,-2.1,7.3,4.1,30169,33,374,3,0.8,0.46,15|7157|8864,AANAT|TP53|PER2,-1.2,MyList
GO Biological Processes,19,GO:0097061,dendritic spine organization,19_GO:0009987 cellular process,-2.1,7.3,4.1,30169,33,374,3,0.8,0.46,998|2534|5728,CDC42|FYN|PTEN,-1.2,MyList
Chemical And Genetic Perturbations,13,M7429,BANDRES RESPONSE TO CARMUSTIN MGMT 24HR DN,,-2.1,7.3,4.1,30169,33,374,3,0.8,0.46,4982|5469|5888,TNFRSF11B|MED1|RAD51,-1.2,MyList
GO Biological Processes,19,GO:0072210,metanephric nephron development,19_GO:0032502 developmental process,-2.1,7.3,4.1,30169,33,374,3,0.8,0.46,2668|7021|7827,GDNF|TFAP2B|NPHS2,-1.2,MyList
GO Biological Processes,19,GO:0002269,leukocyte activation involved in inflammatory response,19_GO:0002376 immune system process,-2.1,7.3,4.1,30169,33,374,3,0.8,0.46,3717|3725|6338,JAK2|JUN|SCNN1B,-1.2,MyList
GO Biological Processes,19,GO:0090183,regulation of kidney development,19_GO:0032502 developmental process,-2.1,7.3,4.1,30169,33,374,3,0.8,0.46,2625|2668|7422,GATA3|GDNF|VEGFA,-1.2,MyList
Chemical And Genetic Perturbations,13,M16584,LIU BREAST CANCER,,-2.1,7.3,4.1,30169,33,374,3,0.8,0.46,2068|9611|79083,ERCC2|NCOR1|MLPH,-1.2,MyList
Reactome Gene Sets,6,R-HSA-1839126,FGFR2 mutant receptor activation,,-2.1,7.3,4.1,30169,33,374,3,0.8,0.46,2248|2249|2263,FGF3|FGF4|FGFR2,-1.2,MyList
GO Biological Processes,19,GO:1903846,positive regulation of cellular response to transforming growth factor beta stimulus,19_GO:0048518 positive regulation of biological process,-2.1,7.3,4.1,30169,33,374,3,0.8,0.46,1387|2033|81031,CREBBP|EP300|SLC2A10,-1.2,MyList
GO Biological Processes,19,GO:0006984,ER-nucleus signaling pathway,19_GO:0023052 signaling,-2.1,7.3,4.1,30169,33,374,3,0.8,0.46,7157|7466|51360,TP53|WFS1|MBTPS2,-1.2,MyList
GO Biological Processes,19,GO:0006354,DNA-templated transcription elongation,19_GO:0008152 metabolic process,-2.1,3.1,3.2,30169,182,374,7,1.9,0.7,1387|2033|2068|5469|6598|6663|8850,CREBBP|EP300|ERCC2|MED1|SMARCB1|SOX10|KAT2B,-1.2,MyList
GO Biological Processes,19,GO:0000209,protein polyubiquitination,19_GO:0008152 metabolic process,-2.1,2.8,3.1,30169,228,374,8,2.1,0.75,580|596|672|1161|1499|8405|9025|84282,BARD1|BCL2|BRCA1|ERCC8|CTNNB1|SPOP|RNF8|RNF135,-1.2,MyList
Chemical And Genetic Perturbations,13,M11028,ROVERSI GLIOMA COPY NUMBER UP,,-2.1,4.1,3.4,30169,99,374,5,1.3,0.59,2067|2068|4038|9409|51422,ERCC1|ERCC2|LRP4|PEX16|PRKAG2,-1.2,MyList
Reactome Gene Sets,6,R-HSA-15869,Metabolism of nucleotides,,-2.1,4.1,3.4,30169,99,374,5,1.3,0.59,1716|1723|1890|3251|6240,DGUOK|DHODH|TYMP|HPRT1|RRM1,-1.2,MyList
GO Cellular Components,20,GO:0005604,basement membrane,,-2.1,4.1,3.4,30169,99,374,5,1.3,0.59,1286|1287|2200|80144|80781,COL4A4|COL4A5|FBN1|FRAS1|COL18A1,-1.2,MyList
GO Cellular Components,20,GO:0045335,phagocytic vesicle,,-2.1,3.5,3.3,30169,139,374,6,1.6,0.65,998|2317|5880|6891|6892|51715,CDC42|FLNB|RAC2|TAP2|TAPBP|RAB23,-1.2,MyList
Immunologic Signatures,3,M433,GSE12484 HEALTHY VS PERIDONTITIS NEUTROPHILS UP,,-2.1,3.5,3.3,30169,139,374,6,1.6,0.65,1950|4014|4194|5054|84343|392255,EGF|LORICRIN|MDM4|SERPINE1|HPS3|GDF6,-1.2,MyList
